VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VV_16,VH_17,VH_18,VH_19,VH_20,VH_21,VH_22,VH_23,VH_24,VH_25,VH_26,VH_27,VH_28,VH_29,VH_30,VH_31,VH_32,VHVV_33,VHVV_34,VHVV_35,VHVV_36,VHVV_37,VHVV_38,VHVV_39,VHVV_40,VHVV_41,VHVV_42,VHVV_43,VHVV_44,VHVV_45,VHVV_46,VHVV_47,VHVV_48,label
-14.252082,-13.428839,-9.842763,-16.096743,-19.99051,-15.550329,-9.940565,-12.378902,-12.032772,-7.439416,-4.80352,-9.594384,-10.494436,-7.127587,-7.754757,-10.288526,-14.950597,-16.68931,-16.99202,-24.254812,-23.816843,-19.672447,-18.928146,-17.168894,-15.558728,-15.9562435,-12.392732,-15.090841,-14.757517,-13.967703,-17.46303,-16.817987,1.0490115,1.2427963,1.7263465,1.506815,1.1914074,1.2650824,1.9041319,1.386948,1.2930294,2.1448247,2.579927,1.5728828,1.4062229,1.9596679,2.2519119,1.6346353,0
-8.5175495,-9.685906,-8.467019,-10.834452,-15.830959,-12.32535,-12.744568,-8.713464,-12.044508,-10.715614,-10.31317,-9.981679,-11.567425,-9.916417,-8.243375,-10.098771,-16.013899,-14.481113,-16.850552,-18.273806,-18.317549,-17.80171,-19.409458,-18.80759,-16.922773,-16.806442,-14.718099,-18.952929,-15.46554,-17.260244,-16.508148,-14.855662,1.8801062,1.4950706,1.99014,1.6866387,1.1570712,1.4443167,1.5229594,2.1584518,1.4050199,1.5684068,1.4271168,1.8987715,1.3369907,1.7405727,2.0025957,1.4710366,0
-8.5175495,-9.685906,-8.467019,-10.834452,-15.830959,-12.32535,-12.744568,-8.713464,-12.044508,-10.715614,-10.31317,-9.981679,-11.567425,-9.916417,-8.243375,-10.098771,-16.013899,-14.481113,-16.850552,-18.273806,-18.317549,-17.80171,-19.409458,-18.80759,-16.922773,-16.806442,-14.718099,-18.952929,-15.46554,-17.260244,-16.508148,-14.855662,1.8801062,1.4950706,1.99014,1.6866387,1.1570712,1.4443167,1.5229594,2.1584518,1.4050199,1.5684068,1.4271168,1.8987715,1.3369907,1.7405727,2.0025957,1.4710366,0
-12.626868,-8.410865,-5.668988,-13.671982,-12.883771,-12.655695,-12.365602,-5.191197,-8.730477,-8.184417,-10.291686,-11.841706,-10.793068,-9.871332,-9.551941,-8.495118,-14.028489,-16.148129,-15.878522,-15.291674,-19.358446,-21.118002,-22.502226,-19.280697,-17.630322,-21.30837,-14.694822,-14.8898535,-13.629949,-13.06048,-13.125301,-17.448324,1.111003,1.9199132,2.8009446,1.1184679,1.502545,1.6686561,1.8197439,3.714114,2.0193994,2.6035297,1.4278344,1.2574078,1.2628429,1.3230717,1.3740978,2.0539236,0
-10.321077,-8.153697,-7.8840384,-13.856949,-11.770853,-12.497215,-11.110969,-6.3188667,-12.012113,-8.821248,-10.291686,-12.136925,-9.545795,-9.477015,-9.589399,-8.047579,-14.58442,-14.559779,-16.912865,-16.628689,-21.34821,-19.760204,-27.190199,-17.091911,-17.016478,-19.970852,-14.694822,-14.54775,-13.566176,-13.0864315,-15.034783,-18.420914,1.4130715,1.7856659,2.145203,1.2000253,1.8136501,1.5811687,2.4471493,2.7049012,1.4166099,2.2639484,1.4278344,1.1986356,1.4211676,1.3808601,1.5678546,2.2890007,0
-4.5444674,-6.6257944,-11.042906,-10.684769,-5.9075737,-9.18517,-5.952006,-7.344871,-7.427666,-7.9592285,-9.6179905,-9.491122,-5.7104244,-12.101457,-11.444102,-11.010896,-19.834234,-14.197554,-16.263548,-17.423855,-18.055817,-13.095258,-13.588117,-12.094915,-16.591679,-15.798818,-13.497723,-13.755757,-19.913692,-17.168833,-19.729591,-18.050993,4.364479,2.14277,1.4727598,1.630719,3.0563843,1.4256958,2.2829475,1.6467159,2.2337675,1.9849684,1.4033829,1.4493289,3.4872525,1.4187411,1.7239964,1.6393754,1
-10.043376,-9.792801,-11.064239,-11.951462,-9.588072,-10.143736,-9.8538685,-12.696556,-8.888394,-9.993285,-8.454601,-7.412904,-10.696547,-11.68037,-12.631332,-10.159613,-14.063631,-17.717644,-18.377378,-17.96035,-16.176416,-17.220745,-19.643091,-17.367107,-16.548965,-12.059727,-16.629217,-12.904696,-15.041286,-17.948011,-16.188627,-16.524805,1.4002892,1.8092519,1.660971,1.5027744,1.6871397,1.697673,1.9934396,1.3678597,1.8618621,1.2067829,1.9668835,1.7408423,1.4061816,1.5365961,1.2816247,1.6265192,0
-8.021425,-11.789713,-13.525121,-13.529898,-14.367889,-11.64962,-7.4352694,-14.421421,-15.564785,-9.038076,-11.5331335,-15.126777,-17.264637,-16.384897,-15.405596,-11.830305,-18.9767,-15.048751,-16.45667,-21.327406,-22.27055,-17.404867,-15.7119055,-15.168516,-16.869038,-18.067198,-19.413673,-19.467836,-20.50706,-18.513517,-23.060444,-19.929935,2.3657515,1.2764306,1.2167486,1.5763168,1.5500224,1.4940287,2.1131587,1.0518045,1.0837951,1.9990093,1.6832957,1.2869786,1.1878072,1.1299136,1.4968874,1.684651,1
-8.274359,-8.238151,-8.68329,-9.820985,-11.242578,-7.708729,-9.801357,-11.043155,-9.990826,-8.791211,-10.026602,-10.380055,-12.143016,-14.012863,-14.121752,-12.706607,-16.669844,-19.33953,-14.539439,-19.03338,-20.981997,-16.285564,-11.432099,-17.1166,-14.607254,-19.024666,-18.823069,-18.75759,-19.61793,-19.87467,-21.489088,-22.013367,2.0146387,2.3475573,1.6744161,1.9380318,1.8662977,2.1126137,1.1663792,1.5499737,1.4620669,2.164055,1.8773129,1.8070798,1.6155732,1.4183161,1.5217015,1.7324347,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,0
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-11.898857,-13.622156,-12.398167,-12.152748,-11.811377,-6.0391073,-8.393141,-12.694858,-11.975856,-10.553433,-13.470462,-14.112708,-19.16141,-11.364978,-16.70651,-17.687159,-16.639343,-15.694227,-21.14145,-22.347221,-19.035963,-16.363852,-16.913214,-17.637346,-18.636412,-16.786104,-17.429789,-19.98721,-19.759216,-20.89735,-22.178944,-23.641582,1.3983984,1.1521103,1.7052078,1.8388615,1.6116633,2.7096472,2.0151231,1.38933,1.5561655,1.5905821,1.2939265,1.4162562,1.0311985,1.8387496,1.3275629,1.3366523,1
-12.214612,-11.164764,-12.265723,-10.8035,-12.404116,-6.543445,-10.001642,-12.633557,-9.129395,-8.341773,-6.7137313,-17.343533,-16.906706,-16.558168,-19.07075,-18.441145,-15.627582,-16.289228,-17.228539,-19.650215,-22.052662,-18.64204,-15.359038,-18.362564,-15.020382,-18.27115,-16.777739,-20.48127,-24.346045,-28.330513,-26.51938,-26.693623,1.279417,1.4589853,1.4046085,1.818875,1.7778503,2.8489642,1.5356517,1.4534754,1.6452769,2.19032,2.4990187,1.1809169,1.440023,1.7109691,1.3905789,1.4475034,1
-12.764456,-9.847928,-13.95827,-9.214391,-9.759799,-6.6021967,-12.44974,-7.675275,-8.202145,-9.366621,-9.349741,-11.444208,-11.14181,-11.461581,-14.633906,-14.902251,-17.827099,-15.059043,-17.281393,-20.915724,-15.711301,-14.413098,-15.698273,-13.904533,-13.652502,-17.179684,-16.822433,-20.584272,-16.979185,-25.601414,-26.763624,-21.35555,1.3966203,1.5291586,1.2380756,2.2698977,1.6097976,2.1830761,1.2609317,1.8116007,1.6645039,1.8341388,1.7992406,1.7986628,1.5239162,2.2336721,1.8288776,1.4330419,1
-5.915024,-10.490954,-10.85068,-12.7688055,-9.799005,-10.929659,-11.806311,-8.330858,-6.3856144,-9.030029,-12.832801,-12.493124,-10.387407,-12.888899,-8.762798,-13.661656,-18.006182,-17.79233,-18.141653,-20.262848,-15.051735,-14.827885,-15.365991,-14.371164,-14.287663,-17.697674,-12.531493,-18.383226,-21.666075,-18.96821,-14.461497,-18.281363,3.0441434,1.6959687,1.6719369,1.5869024,1.5360473,1.3566649,1.3015065,1.7250521,2.2374768,1.9598689,0.9765205,1.4714675,2.085802,1.4716704,1.6503286,1.3381512,1
-5.915024,-10.490954,-10.85068,-12.7688055,-9.799005,-10.929659,-11.806311,-8.330858,-6.3856144,-9.030029,-12.832801,-12.493124,-10.387407,-12.888899,-8.762798,-13.661656,-18.006182,-17.79233,-18.141653,-20.262848,-15.051735,-14.827885,-15.365991,-14.371164,-14.287663,-17.697674,-12.531493,-18.383226,-21.666075,-18.96821,-14.461497,-18.281363,3.0441434,1.6959687,1.6719369,1.5869024,1.5360473,1.3566649,1.3015065,1.7250521,2.2374768,1.9598689,0.9765205,1.4714675,2.085802,1.4716704,1.6503286,1.3381512,1
-6.9092493,-16.12411,-13.978652,-17.58426,-11.220893,-12.347691,-16.715706,-17.895502,-19.744452,-19.488874,-22.826822,-9.94524,-12.026087,-10.38159,-14.1656885,-11.181043,-23.754663,-26.3119,-28.833736,-24.67494,-24.329845,-20.653984,-21.180496,-28.432085,-27.31679,-29.476536,-24.828434,-22.15311,-24.40715,-21.119274,-20.858027,-24.284708,3.438096,1.6318359,2.062698,1.4032401,2.168263,1.6727,1.2671015,1.5887837,1.3835173,1.5124801,1.0876868,2.2275088,2.0295172,2.0343006,1.472433,2.171954,1
-6.9092493,-16.12411,-13.978652,-17.58426,-11.220893,-12.347691,-16.715706,-17.895502,-19.744452,-19.488874,-22.826822,-9.94524,-12.026087,-10.38159,-14.1656885,-11.181043,-23.754663,-26.3119,-28.833736,-24.67494,-24.329845,-20.653984,-21.180496,-28.432085,-27.31679,-29.476536,-24.828434,-22.15311,-24.40715,-21.119274,-20.858027,-24.284708,3.438096,1.6318359,2.062698,1.4032401,2.168263,1.6727,1.2671015,1.5887837,1.3835173,1.5124801,1.0876868,2.2275088,2.0295172,2.0343006,1.472433,2.171954,1
-11.855966,-9.586367,-12.677575,-11.049582,-10.226734,-10.513509,-10.0988655,-10.13841,-6.1439304,-7.208515,-10.734168,-9.357686,-9.302404,-11.616081,-10.822513,-13.00874,-17.690832,-12.01519,-16.02262,-15.606807,-13.498575,-13.29816,-18.238356,-18.672709,-15.745615,-13.294159,-16.55055,-14.49345,-15.594856,-14.879179,-15.088143,-20.107903,1.492146,1.2533623,1.2638553,1.4124342,1.3199301,1.2648641,1.8059807,1.8417788,2.5627918,1.8442298,1.5418568,1.5488285,1.6764328,1.280912,1.3941443,1.5457225,1
-0.6041199,0.19116867,-0.050730065,-1.9292805,2.308285,4.6658735,-1.886514,-4.9603567,2.70659,-1.5791565,1.2953291,-2.7084641,-3.4334025,-0.23213337,-1.2964041,-2.2713318,-17.898706,-17.362972,-20.161736,-16.511658,-14.096641,-18.140182,-12.643156,-17.859783,-19.38931,-17.695087,-18.104074,-16.00424,-18.083263,-21.067915,-18.616522,-20.116182,29.627739,-90.82541,397.4317,8.558454,-6.1069756,-3.8878427,6.7018623,3.600504,-7.1637416,11.205404,-13.976428,5.9089727,5.2668633,90.757805,14.360122,8.856558,1
-9.206312,-8.716435,-8.781321,-9.309082,-11.057213,-10.4682665,-8.815349,-9.496628,-12.698966,-11.28776,-10.569417,-12.653816,-12.307071,-15.636678,-12.300309,-12.644159,-14.659707,-14.600717,-16.751959,-18.086063,-17.965233,-16.947132,-16.455051,-18.232744,-18.746435,-20.75013,-18.059912,-19.424171,-18.774155,-17.239744,-19.480453,-17.130028,1.5923539,1.675079,1.9076811,1.9428406,1.6247524,1.6189053,1.8666364,1.9199177,1.4762175,1.8382859,1.7086952,1.5350446,1.525477,1.1025196,1.5837368,1.3547779,1
-8.290542,-10.545712,-10.039793,-11.122785,-8.893293,-5.8998866,-8.36717,-11.136214,-8.211377,-10.330194,-8.745941,-8.312799,-7.745161,-11.204089,-8.8156185,-10.772354,-16.206972,-13.080421,-13.217597,-15.331369,-17.861656,-14.930401,-14.567523,-15.106112,-14.636379,-14.817114,-14.48425,-15.8965845,-15.238008,-11.103987,-13.989257,-14.270838,1.9548749,1.2403544,1.3165209,1.378375,2.0084412,2.530625,1.7410334,1.3564854,1.7824513,1.4343499,1.6561111,1.9123023,1.9674228,0.9910655,1.5868719,1.3247651,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-9.062657,-14.517542,-9.59409,-14.734819,-12.425559,-9.20064,-9.096062,-9.193435,-9.538172,-9.16474,-9.232341,-7.2555037,-5.4167514,-11.485371,-8.981944,-12.933239,-10.443222,-12.96314,-20.576008,-13.628488,-18.917423,-13.648873,-12.666405,-12.722947,-13.175109,-14.216805,-14.770659,-10.246588,-12.660129,-15.581794,-16.678505,-14.172734,1.1523355,0.8929294,2.1446543,0.92491716,1.5224605,1.48347,1.3925153,1.3839167,1.3813034,1.5512503,1.5998825,1.4122504,2.3372178,1.3566643,1.8568925,1.095838,1
-5.796368,-8.010408,-8.549513,-10.896045,-8.634653,-6.586202,-3.8883743,-5.742599,-9.887259,-8.969625,-9.122284,-10.501208,-10.398439,-10.325832,-10.641916,-9.291017,-8.420832,-15.392362,-13.921494,-14.26413,-15.49752,-9.435083,-9.273752,-14.118256,-13.33256,-10.016287,-12.259064,-14.850014,-20.261253,-15.006143,-17.068668,-18.875517,1.4527774,1.9215453,1.6283376,1.3091108,1.7948053,1.4325529,2.3849947,2.4585133,1.3484586,1.1166896,1.3438591,1.4141244,1.9484898,1.4532623,1.6039093,2.0315878,1
-5.796368,-8.010408,-8.549513,-10.896045,-8.634653,-6.586202,-3.8883743,-5.742599,-9.887259,-8.969625,-9.122284,-10.501208,-10.398439,-10.325832,-10.641916,-9.291017,-8.420832,-15.392362,-13.921494,-14.26413,-15.49752,-9.435083,-9.273752,-14.118256,-13.33256,-10.016287,-12.259064,-14.850014,-20.261253,-15.006143,-17.068668,-18.875517,1.4527774,1.9215453,1.6283376,1.3091108,1.7948053,1.4325529,2.3849947,2.4585133,1.3484586,1.1166896,1.3438591,1.4141244,1.9484898,1.4532623,1.6039093,2.0315878,1
