VV_1,VV_2,VV_3,VV_4,VV_5,VV_6,VV_7,VV_8,VV_9,VV_10,VV_11,VV_12,VV_13,VV_14,VV_15,VV_16,VH_17,VH_18,VH_19,VH_20,VH_21,VH_22,VH_23,VH_24,VH_25,VH_26,VH_27,VH_28,VH_29,VH_30,VH_31,VH_32,VHVV_33,VHVV_34,VHVV_35,VHVV_36,VHVV_37,VHVV_38,VHVV_39,VHVV_40,VHVV_41,VHVV_42,VHVV_43,VHVV_44,VHVV_45,VHVV_46,VHVV_47,VHVV_48,label
-10.851232,-8.722472,-7.75274,-9.017042,-9.166855,-16.23926,-11.747597,-10.713858,-7.239817,-3.9781206,-6.7943053,-7.587205,-10.3211,-6.5437837,-9.284089,-11.543827,-16.053278,-17.090618,-16.036655,-17.081366,-13.712871,-19.901833,-16.195133,-18.869425,-16.467592,-14.46301,-17.019804,-19.13031,-15.923326,-12.850071,-18.093945,-16.372374,1.4793969,1.9593778,2.0685146,1.8943424,1.4959189,1.2255381,1.3785912,1.7612166,2.2745867,3.635639,2.5050104,2.521391,1.5427934,1.9637065,1.9489198,1.4182795,1
-10.484262,-6.8760476,-7.0140085,-7.80227,-7.339376,-9.277743,-5.5720673,-9.758189,-11.169916,-8.901745,-9.729946,-6.5687823,-7.772958,-3.9958525,-10.327006,-4.4888687,-19.463472,-13.511223,-15.35382,-16.056797,-16.161514,-19.497904,-13.695181,-16.408613,-19.237583,-15.778852,-15.512171,-15.270717,-20.029766,-14.879407,-20.212608,-15.927659,1.8564464,1.9649694,2.189022,2.0579648,2.2020285,2.1015782,2.4578278,1.6815224,1.7222675,1.7725573,1.5942711,2.324741,2.5768526,3.7237127,1.9572573,3.5482569,1
-10.484262,-6.8760476,-7.0140085,-7.80227,-7.339376,-9.277743,-5.5720673,-9.758189,-11.169916,-8.901745,-9.729946,-6.5687823,-7.772958,-3.9958525,-10.327006,-4.4888687,-19.463472,-13.511223,-15.35382,-16.056797,-16.161514,-19.497904,-13.695181,-16.408613,-19.237583,-15.778852,-15.512171,-15.270717,-20.029766,-14.879407,-20.212608,-15.927659,1.8564464,1.9649694,2.189022,2.0579648,2.2020285,2.1015782,2.4578278,1.6815224,1.7222675,1.7725573,1.5942711,2.324741,2.5768526,3.7237127,1.9572573,3.5482569,1
-10.484262,-6.8760476,-7.0140085,-7.80227,-7.339376,-9.277743,-5.5720673,-9.758189,-11.169916,-8.901745,-9.729946,-6.5687823,-7.772958,-3.9958525,-10.327006,-4.4888687,-19.463472,-13.511223,-15.35382,-16.056797,-16.161514,-19.497904,-13.695181,-16.408613,-19.237583,-15.778852,-15.512171,-15.270717,-20.029766,-14.879407,-20.212608,-15.927659,1.8564464,1.9649694,2.189022,2.0579648,2.2020285,2.1015782,2.4578278,1.6815224,1.7222675,1.7725573,1.5942711,2.324741,2.5768526,3.7237127,1.9572573,3.5482569,1
-10.484262,-6.8760476,-7.0140085,-7.80227,-7.339376,-9.277743,-5.5720673,-9.758189,-11.169916,-8.901745,-9.729946,-6.5687823,-7.772958,-3.9958525,-10.327006,-4.4888687,-19.463472,-13.511223,-15.35382,-16.056797,-16.161514,-19.497904,-13.695181,-16.408613,-19.237583,-15.778852,-15.512171,-15.270717,-20.029766,-14.879407,-20.212608,-15.927659,1.8564464,1.9649694,2.189022,2.0579648,2.2020285,2.1015782,2.4578278,1.6815224,1.7222675,1.7725573,1.5942711,2.324741,2.5768526,3.7237127,1.9572573,3.5482569,1
-10.484262,-6.8760476,-7.0140085,-7.80227,-7.339376,-9.277743,-5.5720673,-9.758189,-11.169916,-8.901745,-9.729946,-6.5687823,-7.772958,-3.9958525,-10.327006,-4.4888687,-19.463472,-13.511223,-15.35382,-16.056797,-16.161514,-19.497904,-13.695181,-16.408613,-19.237583,-15.778852,-15.512171,-15.270717,-20.029766,-14.879407,-20.212608,-15.927659,1.8564464,1.9649694,2.189022,2.0579648,2.2020285,2.1015782,2.4578278,1.6815224,1.7222675,1.7725573,1.5942711,2.324741,2.5768526,3.7237127,1.9572573,3.5482569,1
-8.884605,-12.90782,-7.502959,-10.0602255,-7.832409,-10.407041,-4.490495,-12.788251,-8.111777,-8.330127,-7.3047485,-7.823333,-10.997591,-8.505768,-7.719032,-10.310858,-18.88024,-14.643775,-18.897837,-18.403381,-14.686353,-18.702211,-16.079653,-19.041191,-13.994018,-18.114609,-15.660226,-14.1385975,-16.453125,-13.04644,-13.217555,-15.235702,2.125051,1.1344887,2.5187178,1.8293209,1.8750747,1.7970729,3.5808196,1.4889598,1.7251482,2.1745896,2.1438417,1.8072346,1.4960663,1.5338346,1.7123333,1.4776367,1
-8.884605,-12.90782,-7.502959,-10.0602255,-7.832409,-10.407041,-4.490495,-12.788251,-8.111777,-8.330127,-7.3047485,-7.823333,-10.997591,-8.505768,-7.719032,-10.310858,-18.88024,-14.643775,-18.897837,-18.403381,-14.686353,-18.702211,-16.079653,-19.041191,-13.994018,-18.114609,-15.660226,-14.1385975,-16.453125,-13.04644,-13.217555,-15.235702,2.125051,1.1344887,2.5187178,1.8293209,1.8750747,1.7970729,3.5808196,1.4889598,1.7251482,2.1745896,2.1438417,1.8072346,1.4960663,1.5338346,1.7123333,1.4776367,1
-9.6805315,-9.996805,-8.914921,-7.3371897,-9.898965,-11.975661,-6.991768,-11.285397,-8.490323,-6.2205443,-5.181489,-6.747608,-7.771921,-6.74031,-7.7113395,-7.325865,-17.46822,-15.3111515,-17.030176,-20.43806,-13.950532,-19.282122,-13.107253,-15.893843,-16.332195,-18.345276,-17.570414,-21.367815,-15.01186,-15.902321,-15.30494,-18.93099,1.804469,1.5316044,1.9103003,2.7855437,1.409292,1.6101091,1.8746693,1.4083548,1.9236248,2.9491432,3.390997,3.1667244,1.9315507,2.3592863,1.9847318,2.5841305,1
-9.6805315,-9.996805,-8.914921,-7.3371897,-9.898965,-11.975661,-6.991768,-11.285397,-8.490323,-6.2205443,-5.181489,-6.747608,-7.771921,-6.74031,-7.7113395,-7.325865,-17.46822,-15.3111515,-17.030176,-20.43806,-13.950532,-19.282122,-13.107253,-15.893843,-16.332195,-18.345276,-17.570414,-21.367815,-15.01186,-15.902321,-15.30494,-18.93099,1.804469,1.5316044,1.9103003,2.7855437,1.409292,1.6101091,1.8746693,1.4083548,1.9236248,2.9491432,3.390997,3.1667244,1.9315507,2.3592863,1.9847318,2.5841305,1
-9.6805315,-9.996805,-8.914921,-7.3371897,-9.898965,-11.975661,-6.991768,-11.285397,-8.490323,-6.2205443,-5.181489,-6.747608,-7.771921,-6.74031,-7.7113395,-7.325865,-17.46822,-15.3111515,-17.030176,-20.43806,-13.950532,-19.282122,-13.107253,-15.893843,-16.332195,-18.345276,-17.570414,-21.367815,-15.01186,-15.902321,-15.30494,-18.93099,1.804469,1.5316044,1.9103003,2.7855437,1.409292,1.6101091,1.8746693,1.4083548,1.9236248,2.9491432,3.390997,3.1667244,1.9315507,2.3592863,1.9847318,2.5841305,1
-9.6805315,-9.996805,-8.914921,-7.3371897,-9.898965,-11.975661,-6.991768,-11.285397,-8.490323,-6.2205443,-5.181489,-6.747608,-7.771921,-6.74031,-7.7113395,-7.325865,-17.46822,-15.3111515,-17.030176,-20.43806,-13.950532,-19.282122,-13.107253,-15.893843,-16.332195,-18.345276,-17.570414,-21.367815,-15.01186,-15.902321,-15.30494,-18.93099,1.804469,1.5316044,1.9103003,2.7855437,1.409292,1.6101091,1.8746693,1.4083548,1.9236248,2.9491432,3.390997,3.1667244,1.9315507,2.3592863,1.9847318,2.5841305,1
-9.6805315,-9.996805,-8.914921,-7.3371897,-9.898965,-11.975661,-6.991768,-11.285397,-8.490323,-6.2205443,-5.181489,-6.747608,-7.771921,-6.74031,-7.7113395,-7.325865,-17.46822,-15.3111515,-17.030176,-20.43806,-13.950532,-19.282122,-13.107253,-15.893843,-16.332195,-18.345276,-17.570414,-21.367815,-15.01186,-15.902321,-15.30494,-18.93099,1.804469,1.5316044,1.9103003,2.7855437,1.409292,1.6101091,1.8746693,1.4083548,1.9236248,2.9491432,3.390997,3.1667244,1.9315507,2.3592863,1.9847318,2.5841305,1
-9.6805315,-9.996805,-8.914921,-7.3371897,-9.898965,-11.975661,-6.991768,-11.285397,-8.490323,-6.2205443,-5.181489,-6.747608,-7.771921,-6.74031,-7.7113395,-7.325865,-17.46822,-15.3111515,-17.030176,-20.43806,-13.950532,-19.282122,-13.107253,-15.893843,-16.332195,-18.345276,-17.570414,-21.367815,-15.01186,-15.902321,-15.30494,-18.93099,1.804469,1.5316044,1.9103003,2.7855437,1.409292,1.6101091,1.8746693,1.4083548,1.9236248,2.9491432,3.390997,3.1667244,1.9315507,2.3592863,1.9847318,2.5841305,1
-9.6805315,-9.996805,-8.914921,-7.3371897,-9.898965,-11.975661,-6.991768,-11.285397,-8.490323,-6.2205443,-5.181489,-6.747608,-7.771921,-6.74031,-7.7113395,-7.325865,-17.46822,-15.3111515,-17.030176,-20.43806,-13.950532,-19.282122,-13.107253,-15.893843,-16.332195,-18.345276,-17.570414,-21.367815,-15.01186,-15.902321,-15.30494,-18.93099,1.804469,1.5316044,1.9103003,2.7855437,1.409292,1.6101091,1.8746693,1.4083548,1.9236248,2.9491432,3.390997,3.1667244,1.9315507,2.3592863,1.9847318,2.5841305,1
-8.882107,-8.830594,-7.4183326,-9.878959,-10.120018,-9.454515,-4.199495,-5.4672074,-6.7978916,-10.612525,-11.499903,-13.820341,-9.872551,-5.954899,-9.687168,-8.796018,-17.13269,-16.529612,-15.857323,-19.86483,-15.373513,-15.4614315,-12.113818,-14.898427,-14.511894,-17.824015,-14.737514,-22.249647,-15.89452,-15.161314,-16.048035,-14.606243,1.9288995,1.8718572,2.1375856,2.0108223,1.5191191,1.635349,2.8845892,2.7250526,2.134764,1.6795263,1.2815338,1.6099203,1.6099709,2.5460238,1.656628,1.6605519,1
-7.978635,-10.579122,-9.329552,-12.3193655,-8.558911,-11.721098,-8.404487,-7.3370137,-10.431381,-11.533378,-7.9318123,-10.206181,-8.623186,-8.784794,-9.588406,-12.211708,-16.530424,-20.19606,-17.821266,-16.657139,-18.232374,-13.872644,-18.721798,-16.661629,-12.405874,-16.837439,-16.298937,-14.278458,-12.587744,-14.130833,-18.311392,-19.150625,2.071836,1.9090488,1.9101954,1.3521101,2.1302214,1.1835619,2.2275956,2.2709005,1.189284,1.4598879,2.0548816,1.3990011,1.4597557,1.6085559,1.9097431,1.5682184,1
-9.6805315,-9.996805,-8.914921,-7.3371897,-9.898965,-11.975661,-6.991768,-11.285397,-8.490323,-6.2205443,-5.181489,-6.747608,-7.771921,-6.74031,-7.7113395,-7.325865,-17.46822,-15.3111515,-17.030176,-20.43806,-13.950532,-19.282122,-13.107253,-15.893843,-16.332195,-18.345276,-17.570414,-21.367815,-15.01186,-15.902321,-15.30494,-18.93099,1.804469,1.5316044,1.9103003,2.7855437,1.409292,1.6101091,1.8746693,1.4083548,1.9236248,2.9491432,3.390997,3.1667244,1.9315507,2.3592863,1.9847318,2.5841305,1
-8.696753,-8.289968,-8.975187,-8.633015,-9.516934,-8.375138,-8.600696,-9.094027,-7.2551103,-8.60287,-6.567271,-15.11224,-10.487253,-10.8683405,-8.166329,-10.315768,-14.91108,-17.853521,-14.036845,-16.26276,-13.199077,-19.737648,-11.900388,-15.975577,-12.843229,-13.292699,-16.088028,-19.123531,-17.23754,-15.200812,-15.725153,-16.53841,1.7145572,2.1536298,1.5639613,1.883787,1.3869041,2.3566952,1.3836541,1.756711,1.7702321,1.5451471,2.4497278,1.2654333,1.6436659,1.3986324,1.9256085,1.6032166,1
-8.807506,-5.8051414,-7.4256697,-7.2977314,-11.316594,-6.252616,-7.801935,-9.679249,-9.280434,-9.06709,-9.350351,-11.777385,-9.4176445,-8.070805,-10.278421,-9.57938,-13.184171,-13.839647,-12.969425,-19.490814,-13.949853,-14.959815,-13.439944,-17.038494,-12.953333,-13.906547,-15.706046,-19.019344,-17.459093,-13.211345,-13.155942,-14.604577,1.4969245,2.3840327,1.7465664,2.6708045,1.23269,2.3925688,1.7226424,1.7603116,1.395768,1.5337387,1.6797278,1.6149038,1.8538705,1.6369303,1.2799575,1.5245848,1
-11.092142,-15.608948,-12.628858,-12.352435,-9.395094,-11.852543,-7.6524305,-8.804124,-6.691141,-4.9245505,-6.9855056,-9.849679,-12.4178295,-11.419079,-12.67998,-10.073413,-19.873135,-13.720614,-16.913923,-17.061247,-17.041145,-13.840096,-14.204877,-17.58566,-14.846295,-20.84185,-13.373341,-15.9515915,-13.607143,-13.126966,-16.157234,-16.655865,1.7916409,0.87902236,1.3393074,1.3812052,1.8138347,1.16769,1.856257,1.9974345,2.2187989,4.2322335,1.9144413,1.6195037,1.0957747,1.1495644,1.2742318,1.6534481,1
-10.925623,-8.135082,-12.235668,-7.834622,-8.878491,-10.31203,-8.1126795,-10.83403,-6.57592,-8.561208,-5.696183,-11.1840315,-9.380568,-10.147796,-7.2161345,-8.667729,-16.694654,-15.735745,-13.876045,-14.488351,-15.222644,-15.564494,-13.407967,-14.407173,-12.690622,-14.773318,-16.735493,-21.095694,-20.111824,-14.231602,-13.753601,-16.281872,1.5280278,1.9343069,1.1340653,1.8492725,1.714553,1.5093532,1.6527175,1.3298074,1.9298626,1.7256116,2.9380188,1.8862334,2.143988,1.4024328,1.9059513,1.8784473,1
-14.504413,-6.7808003,-10.122107,-7.525651,-6.228189,-4.8085184,-7.2175035,-7.347505,-7.717041,-8.449091,-11.778683,-8.967306,-9.995614,-6.107654,-7.5666356,-7.0365067,-21.006319,-11.226836,-12.519868,-16.968811,-13.183786,-17.628431,-14.303575,-12.031924,-17.791733,-15.201848,-10.595127,-18.065897,-17.054562,-13.806743,-14.313761,-12.493588,1.448271,1.6556801,1.2368836,2.2547963,2.116793,3.6660838,1.9817897,1.6375524,2.3055122,1.7992288,0.8995172,2.0146406,1.7062044,2.2605639,1.8916942,1.7755386,1
-8.019702,-8.35593,-6.5003715,-13.165106,-9.982693,-9.91713,-8.125329,-15.846186,-13.539004,-8.167509,-7.774068,-10.769026,-10.652961,-9.940394,-8.97912,-10.282801,-16.144468,-15.103534,-15.421556,-16.633186,-16.826324,-11.721792,-15.386674,-21.089634,-19.543753,-16.852636,-20.103966,-21.749672,-23.62363,-14.304428,-16.496801,-11.838448,2.0131006,1.8075225,2.3724117,1.2634298,1.6855496,1.1819742,1.8936678,1.3308965,1.4435147,2.063375,2.586029,2.0196507,2.2175648,1.43902,1.8372403,1.1512862,1
-10.925623,-8.135082,-12.235668,-7.834622,-8.878491,-10.31203,-8.1126795,-10.83403,-6.57592,-8.561208,-5.696183,-11.1840315,-9.380568,-10.147796,-7.2161345,-8.667729,-16.694654,-15.735745,-13.876045,-14.488351,-15.222644,-15.564494,-13.407967,-14.407173,-12.690622,-14.773318,-16.735493,-21.095694,-20.111824,-14.231602,-13.753601,-16.281872,1.5280278,1.9343069,1.1340653,1.8492725,1.714553,1.5093532,1.6527175,1.3298074,1.9298626,1.7256116,2.9380188,1.8862334,2.143988,1.4024328,1.9059513,1.8784473,1
-8.019702,-8.35593,-6.5003715,-13.165106,-9.982693,-9.91713,-8.125329,-15.846186,-13.539004,-8.167509,-7.774068,-10.769026,-10.652961,-9.940394,-8.97912,-10.282801,-16.144468,-15.103534,-15.421556,-16.633186,-16.826324,-11.721792,-15.386674,-21.089634,-19.543753,-16.852636,-20.103966,-21.749672,-23.62363,-14.304428,-16.496801,-11.838448,2.0131006,1.8075225,2.3724117,1.2634298,1.6855496,1.1819742,1.8936678,1.3308965,1.4435147,2.063375,2.586029,2.0196507,2.2175648,1.43902,1.8372403,1.1512862,1
-10.742811,-5.781532,-5.495504,-10.438462,-13.696591,-9.241694,-16.057253,-11.863171,-8.974477,-11.350353,-7.969251,-7.8808427,-8.603753,-11.982113,-10.452602,-9.03594,-20.15766,-17.483673,-16.199883,-18.344084,-14.215408,-17.103542,-24.112709,-27.372408,-16.996502,-20.157463,-14.352156,-15.992266,-15.316719,-14.247334,-18.984068,-20.80689,1.8763858,3.0240555,2.9478428,1.757355,1.0378792,1.8506935,1.5016708,2.3073432,1.893871,1.7759327,1.8009416,2.0292583,1.7802371,1.1890502,1.8162049,2.3026812,1
-8.275135,-7.165354,-9.018224,-11.001959,-10.943914,-8.444422,-7.178877,-9.445602,-3.6772628,-6.059893,-5.749159,-13.075309,-11.9849,-5.1449356,-5.3858175,-8.87966,-15.0484085,-17.024864,-16.376219,-14.511952,-11.586481,-12.603692,-14.048231,-21.2993,-13.541392,-19.821835,-14.802195,-19.166424,-18.701607,-15.469327,-11.331448,-13.193443,1.8185092,2.3759978,1.8159028,1.3190335,1.0587145,1.4925464,1.9568843,2.2549431,3.6824653,3.2709873,2.5746715,1.4658486,1.5604308,3.0067096,2.1039422,1.4858052,1
-8.275135,-7.165354,-9.018224,-11.001959,-10.943914,-8.444422,-7.178877,-9.445602,-3.6772628,-6.059893,-5.749159,-13.075309,-11.9849,-5.1449356,-5.3858175,-8.87966,-15.0484085,-17.024864,-16.376219,-14.511952,-11.586481,-12.603692,-14.048231,-21.2993,-13.541392,-19.821835,-14.802195,-19.166424,-18.701607,-15.469327,-11.331448,-13.193443,1.8185092,2.3759978,1.8159028,1.3190335,1.0587145,1.4925464,1.9568843,2.2549431,3.6824653,3.2709873,2.5746715,1.4658486,1.5604308,3.0067096,2.1039422,1.4858052,1
-12.390713,-8.521816,-14.187294,-9.156625,-15.254967,-10.29804,-13.010793,-15.579758,-13.496389,-9.850447,-14.738716,-12.241893,-10.240429,-11.113991,-8.607642,-13.650839,-14.417546,-17.772825,-15.022237,-22.677004,-21.238003,-17.88968,-24.420996,-26.55847,-20.511627,-22.479881,-17.201284,-14.96475,-16.668266,-18.17715,-12.360275,-17.190723,1.1635767,2.0855677,1.0588515,2.476568,1.3922025,1.7371927,1.8769798,1.704678,1.5197862,2.2821178,1.1670815,1.2224213,1.6276922,1.6355196,1.4359652,1.2593162,1
-12.390713,-8.521816,-14.187294,-9.156625,-15.254967,-10.29804,-13.010793,-15.579758,-13.496389,-9.850447,-14.738716,-12.241893,-10.240429,-11.113991,-8.607642,-13.650839,-14.417546,-17.772825,-15.022237,-22.677004,-21.238003,-17.88968,-24.420996,-26.55847,-20.511627,-22.479881,-17.201284,-14.96475,-16.668266,-18.17715,-12.360275,-17.190723,1.1635767,2.0855677,1.0588515,2.476568,1.3922025,1.7371927,1.8769798,1.704678,1.5197862,2.2821178,1.1670815,1.2224213,1.6276922,1.6355196,1.4359652,1.2593162,1
-7.8833175,-8.120145,-7.255884,-7.8383894,-6.7796307,-6.2641315,-7.1622844,-8.070238,-3.9198198,-6.846344,-4.9432282,-11.392787,-10.039496,-6.050495,-4.6981707,-7.0574746,-14.512542,-14.371855,-14.284653,-11.964584,-11.726293,-13.230575,-13.134863,-18.029694,-13.044299,-17.926916,-12.436269,-17.256075,-19.3044,-15.825674,-11.444235,-13.487306,1.8409181,1.7699014,1.9686992,1.5264086,1.729636,2.1121163,1.8338928,2.2340968,3.3277802,2.6184657,2.515819,1.5146492,1.9228452,2.6155999,2.4358916,1.9110669,1
-7.8833175,-8.120145,-7.255884,-7.8383894,-6.7796307,-6.2641315,-7.1622844,-8.070238,-3.9198198,-6.846344,-4.9432282,-11.392787,-10.039496,-6.050495,-4.6981707,-7.0574746,-14.512542,-14.371855,-14.284653,-11.964584,-11.726293,-13.230575,-13.134863,-18.029694,-13.044299,-17.926916,-12.436269,-17.256075,-19.3044,-15.825674,-11.444235,-13.487306,1.8409181,1.7699014,1.9686992,1.5264086,1.729636,2.1121163,1.8338928,2.2340968,3.3277802,2.6184657,2.515819,1.5146492,1.9228452,2.6155999,2.4358916,1.9110669,1
-9.019579,-7.6621547,-12.935209,-9.6555395,-15.877469,-11.756615,-6.206844,-6.9452777,-8.1235075,-12.704517,-8.652406,-7.5210204,-10.941132,-9.07923,-12.943867,-12.615355,-16.819715,-17.377941,-16.38872,-18.356598,-20.3874,-15.631878,-23.043093,-15.811653,-17.26105,-13.957267,-15.716349,-14.872535,-20.638338,-16.858837,-19.266481,-16.587994,1.8648007,2.2680228,1.2669854,1.9011467,1.2840459,1.329624,3.71253,2.276605,2.1248271,1.0986067,1.8164136,1.9774624,1.8863075,1.8568575,1.4884641,1.314905,1
-9.019579,-7.6621547,-12.935209,-9.6555395,-15.877469,-11.756615,-6.206844,-6.9452777,-8.1235075,-12.704517,-8.652406,-7.5210204,-10.941132,-9.07923,-12.943867,-12.615355,-16.819715,-17.377941,-16.38872,-18.356598,-20.3874,-15.631878,-23.043093,-15.811653,-17.26105,-13.957267,-15.716349,-14.872535,-20.638338,-16.858837,-19.266481,-16.587994,1.8648007,2.2680228,1.2669854,1.9011467,1.2840459,1.329624,3.71253,2.276605,2.1248271,1.0986067,1.8164136,1.9774624,1.8863075,1.8568575,1.4884641,1.314905,1
-12.603304,-7.861311,-7.851895,-11.188744,-9.750487,-14.238336,-8.299148,-16.776138,-13.852411,-15.61759,-9.731149,-12.22039,-8.907346,-7.838692,-10.8871565,-11.880445,-27.003506,-19.840368,-16.42629,-18.556961,-13.66555,-13.847421,-18.18238,-26.747614,-22.913477,-25.639893,-27.152697,-21.976225,-16.99253,-17.39004,-16.903625,-13.933718,2.1425736,2.523799,2.0920162,1.6585385,1.4015248,0.9725449,2.1908734,1.5943844,1.6541147,1.6417317,2.7902868,1.7983242,1.9076985,2.2184875,1.5526208,1.172828,1
-12.603304,-7.861311,-7.851895,-11.188744,-9.750487,-14.238336,-8.299148,-16.776138,-13.852411,-15.61759,-9.731149,-12.22039,-8.907346,-7.838692,-10.8871565,-11.880445,-27.003506,-19.840368,-16.42629,-18.556961,-13.66555,-13.847421,-18.18238,-26.747614,-22.913477,-25.639893,-27.152697,-21.976225,-16.99253,-17.39004,-16.903625,-13.933718,2.1425736,2.523799,2.0920162,1.6585385,1.4015248,0.9725449,2.1908734,1.5943844,1.6541147,1.6417317,2.7902868,1.7983242,1.9076985,2.2184875,1.5526208,1.172828,1
-10.250316,-9.8568,-11.717487,-9.126371,-7.414229,-7.279415,-6.1798754,-6.984018,-9.621193,-9.072996,-6.301932,-6.00722,-7.077782,-6.5623965,-7.3504324,-8.4654455,-16.400816,-14.952306,-14.2650385,-16.730934,-14.840199,-14.446417,-12.166522,-15.108307,-15.057824,-13.43021,-12.9722,-14.669632,-15.853619,-12.520953,-10.746199,-17.731169,1.6000303,1.5169532,1.2174144,1.8332516,2.0015836,1.9845574,1.9687326,2.1632688,1.5650684,1.4802397,2.058448,2.4420002,2.2399132,1.9079849,1.4619818,2.0945346,1
-5.045447,-8.766675,-7.6291785,-8.082213,-9.372897,-12.873287,-11.780381,-6.257011,-8.570125,-9.152689,-6.537612,-10.933013,-7.4336414,-9.423421,-11.372861,-8.718801,-20.44562,-20.853357,-16.929277,-18.509548,-14.163733,-22.493511,-21.789959,-25.34233,-16.254261,-13.780541,-16.590563,-14.851418,-16.211542,-14.258373,-17.510101,-14.240069,4.0522914,2.378708,2.219017,2.2901585,1.5111371,1.7473013,1.849682,4.0502295,1.8966191,1.5056276,2.53771,1.3584012,2.1808348,1.5130783,1.5396392,1.6332601,1
-7.2743006,-6.7356462,-7.158027,-9.841956,-9.763007,-10.212734,-7.8338065,-11.494641,-6.442863,-11.369855,-11.133129,-10.290018,-10.231569,-10.10983,-11.624358,-12.540452,-14.39733,-13.649201,-16.142632,-20.648315,-18.311287,-16.480537,-13.767355,-12.446401,-14.081494,-16.391811,-13.670017,-17.533302,-13.204219,-12.798217,-15.0669365,-15.755906,1.9792047,2.026413,2.2551787,2.097989,1.8755785,1.6137244,1.7574284,1.0828003,2.185596,1.4416906,1.2278683,1.7039137,1.290537,1.2659181,1.296152,1.2564065,0
-6.4908504,-8.582704,-7.411993,-10.267079,-10.933518,-7.6255875,-6.4317503,-7.708597,-6.0323668,-6.504713,-8.878642,-5.632284,-10.349537,-10.200669,-9.945017,-8.089778,-18.020147,-12.646676,-23.39833,-18.768127,-14.939347,-14.017891,-13.176266,-12.420117,-15.142747,-16.629347,-11.971283,-19.504848,-16.48567,-13.466761,-14.15599,-15.071946,2.7762384,1.4735073,3.1568203,1.8279909,1.3663806,1.8382702,2.0486283,1.6112033,2.5102496,2.5565073,1.3483237,3.4630442,1.5928898,1.320184,1.4234254,1.8630853,0
-6.497707,-3.6853306,-3.2043893,-5.547646,-7.621397,-4.9631534,-6.87616,-4.909015,-6.951529,-7.0608635,-4.8089414,-4.7865977,-5.200836,-5.6214123,-6.2774324,-4.437282,-12.017367,-14.870141,-16.91095,-13.891867,-15.032426,-14.016274,-15.835354,-15.748689,-15.352131,-15.299909,-14.797888,-12.352857,-11.968825,-12.73575,-16.66544,-15.705238,1.8494781,4.034954,5.277433,2.5041013,1.9723978,2.8240664,2.3029356,3.2081156,2.208454,2.1668608,3.0771613,2.5807176,2.3013272,2.2655783,2.6548178,3.5393827,0
-5.001198,-9.078417,-4.9435916,-10.441838,-9.585939,-11.282451,-6.70755,-10.3257885,-10.57378,-7.3562427,-8.842391,-11.228262,-8.444413,-8.2669115,-7.1132903,-7.9003124,-17.679132,-18.727785,-15.091445,-14.136643,-15.477021,-18.046371,-18.129562,-14.54885,-13.580587,-19.61493,-15.498446,-20.069643,-21.805971,-13.0719795,-19.4477,-19.324688,3.5349798,2.062891,3.052729,1.3538462,1.6145544,1.599508,2.7028592,1.4089819,1.2843645,2.666433,1.7527438,1.7874222,2.5822957,1.581241,2.733995,2.4460661,0
-8.045331,-10.732623,-14.62082,-12.608878,-11.199642,-8.508411,-19.539635,-11.087261,-14.859055,-11.223279,-8.05732,-7.3800945,-8.945073,-10.491958,-11.978508,-9.5532,-14.698092,-18.161034,-15.2351055,-19.76543,-21.273872,-15.037928,-16.648571,-23.149353,-23.288652,-18.398926,-24.8222,-13.057292,-17.278603,-15.546667,-16.325476,-13.31146,1.8269097,1.6921338,1.0420145,1.5675805,1.8995136,1.767419,0.8520411,2.0879233,1.5673039,1.6393538,3.080702,1.7692581,1.9316334,1.4817699,1.3628973,1.3934033,0
-13.147399,-10.91368,-10.630972,-7.431522,-12.127082,-10.5403,-9.669283,-8.542184,-9.920231,-9.573576,-7.2831073,-13.439084,-7.8906274,-11.521711,-12.611513,-10.246587,-14.852428,-17.641531,-12.455521,-16.613245,-18.520847,-21.869514,-17.75934,-18.891823,-15.844117,-18.424511,-18.92184,-21.313158,-14.727469,-17.164705,-12.796832,-19.9911,1.1296858,1.6164604,1.1716257,2.2355106,1.5272303,2.0748475,1.8366761,2.2115917,1.597152,1.924517,2.598045,1.5859085,1.8664509,1.4897704,1.0146943,1.9510008,0
-13.760984,-8.510837,-8.797176,-8.2661495,-7.665003,-6.0384364,-6.9966445,-3.635127,-11.348334,-8.296865,-8.798703,-7.8377943,-9.800613,-9.733413,-7.1595697,-8.629051,-16.051447,-15.510502,-21.322493,-17.47171,-14.583248,-18.899015,-19.436384,-14.711059,-17.586699,-13.277984,-13.43782,-14.368527,-18.821386,-13.026421,-17.750572,-19.78808,1.1664462,1.8224416,2.423788,2.1136458,1.9025757,3.1297863,2.777958,4.0469174,1.5497162,1.6003615,1.52725,1.8332361,1.9204295,1.3383199,2.4792793,2.293193,0
-9.550749,-6.6770997,-6.371355,-10.445134,-5.8636312,-11.070174,-10.449876,-7.1994023,-7.636592,-9.463443,-10.9695215,-7.4947367,-7.952555,-8.869874,-9.084671,-8.195809,-16.597984,-13.911826,-13.388952,-15.173213,-15.692786,-22.687927,-21.714493,-18.224567,-13.926156,-11.472064,-14.615685,-11.5718975,-15.7738285,-18.135046,-17.515722,-17.753483,1.7378726,2.0835133,2.1014292,1.4526585,2.6762915,2.0494642,2.0779667,2.5314002,1.8236088,1.2122506,1.3323904,1.5440032,1.9834919,2.0445664,1.9280524,2.166166,0
